,tweet,brand_or_product,emotion,target
183,I just had 40% now I have 8% wtf @apple,unknown,negative,1
184,RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus,unknown,negative,1
185,So @apple wouldn't fix my phone and claims that I didn't tell them to screen was fucked.,unknown,negative,1
186,"Dear @Apple all I want for Xmas is for iOS 8 to stop crashing my iPad.  Signed, Cindy Lou Who of Whoville #apple",unknown,negative,1
187,iMessage isn't working thanks @apple,unknown,negative,1
188,@apple DUCK OFF,unknown,negative,1
189,"@wastwater1 l agree with you, they're about as robust as a chocolate fire guard @Apple @traffordcentre",unknown,negative,1
190,"dear @apple, 

why oh why do I have to baby sit copying files in the POS Finder? it's not like copying files is hard. oh wait, it's you.",unknown,negative,1
191,RT @ColtonObrian: My phone died on 23% @apple what the fuck is this,unknown,negative,1
192,@tim_cook @therealjonyive #iosissues @ios8problems @Apple More issues. Now safari. I want jobs quality control back. http://t.co/W2754JV0dI,unknown,negative,1
193,@agiletortoise Once again @apple is inconsistent with app rules to maintain their Plausible Deniability. Sorry to hear that Greg @draftsapp,unknown,negative,1
194,just need @apple to come out with a charger cord that keep a charge &amp; don't fall apart http://t.co/VZ8HDbMzlu,unknown,negative,1
195,Day 12 without access to my @iTunes passwd. Apple 'working on it'. No new apps or calendar. @apple ecosystem has achilles? Your move @google,unknown,negative,1
196,Since Steve jobs left this world.. I have been having problems with my: #iphone5 #ipad2 #G5macpro @apple is done.. http://t.co/E4YLHjtK93,unknown,negative,1
197,fuck u @apple,unknown,negative,1
198,god dammit fuck you @apple,unknown,negative,1
199,@tim_cook Not happy with @Apple @AppStore Backwards compatibility should be a given.  It is for my other apps why not Aperture?? Money Grab?,unknown,negative,1
200,@MacRumors @kellyhodgkins I believe it I bought an @amazon Fire TV for $69 @Apple You've lost another customer,unknown,negative,1
201,IM SICK OF YOUR FUCKING SHIT @apple,unknown,negative,1
202,I could really kick @apple 's ass. This iPhone 6 battery sucks moldy dick on a Tuesday night ! Worst shit ever. Only last 4 fucking hours.,unknown,negative,1
203,RT @unstanningzarry: my phone keeps fucking freezing @apple,unknown,negative,1
204,dear @Apple get your shit together,unknown,negative,1
205,. @apple why is my computer so slow,unknown,negative,1
206,@Jman98jlb @San0529 my phone does it automatically for some reason. Kinda dumb. Thanks @Apple,unknown,negative,1
207,dang this phone fuckin sucks. fuck you @apple!!! piece of shit iPhone man. y'all disappoint me.,unknown,negative,1
208,"My phone died at 8%, why would you let this happen @apple?",unknown,negative,1
209,@dougluberts @drakecraytel @Apple it is a universal problem with 128gb models. Some people think there will be a total recall.,unknown,negative,1
210,@apple and @VerizonSupport the support I received for my iPad tonight was ridiculous going in circles with no solution smh,unknown,negative,1
211,"Updated to Yosemite on two machines. Both are now painfully slow. Thanks, @Apple.",unknown,negative,1
212,"Ha, poor @apple trying to make its iPad and MacBook look useful in its commercials. Not even close to the power of @surface Pro 3",unknown,negative,1
213,Is there ever going to be a moment y'all are going to fix the battery? Mine goes from 100% to 22% in an hour. @apple,unknown,negative,1
214,#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl http://t.co/qZaTiTlR26,unknown,negative,1
215,@apple @verizon where the fuck is my phone it shouldn't take this long.,unknown,negative,1
216,Phone just died while it was plug in. @apple what the hell?,unknown,negative,1
217,"@OneRepublic @Apple Hahha All Apple Users have the Same Problem /

Low Batteries..",unknown,negative,1
218,So @Apple just gave me a huge middle finger to the face,unknown,negative,1
219,CNBCTV:  #Chromecast beats #AppleTV #aapl http://t.co/uX3vYSzHhu,unknown,negative,1
220,RT @mkschuster: . @apple why is my computer so slow,unknown,negative,1
221,"When a company is playing catch-up, it lost its innovation momentum. Sorry @apple http://t.co/jSDeyIpnek via @tomshardware",unknown,negative,1
222,. @apple I don't think the '59' should be so close to the '00' when setting an alarm on an iPhone. Many times I have fallen victim to this.,unknown,negative,1
223,"#iPhone6 users complain to @Apple [#Apple] about front. (#Wednesday, 3 #December) http://t.co/PiCjZ3u6us",unknown,negative,1
224,"@nheagy @apple needs to stop auto arranging the home screen, and allow users to position apps wherever they want.",unknown,negative,1
225,@Apple I h8 everything about u,unknown,negative,1
226,im so pissed i plugged my phone in overnight but it didnt charge fuck u @apple,unknown,negative,1
227,"WTF @Apple, synching notes or iCloud pages is unusable. It used to be easier.",unknown,negative,1
228,RT @dbreeeezy_: so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple,unknown,negative,1
229,another fucking software update? really? @apple,unknown,negative,1
230,@_emilymahon @nosheenh2oo9 @Apple shut the hell up,unknown,negative,1
231,So so sooooo annoyed. Did the restore from my back up and lost my voice mails. I needed to keep those. Thanks a lot @apple,unknown,negative,1
232,.@apple fix yourself http://t.co/l1VsGFaQib,unknown,negative,1
233,@apple @stevejobs @iTunesMusic yooo fam it's been 48 hours where's my email back I need that @JColeNC album when it drops,unknown,negative,1
234,@angelicaxpham does it look like i fucking have 12 days @apple,unknown,negative,1
235,@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.,unknown,negative,1
236,Mark #Zuckerberg Slams Tim #Cook: You Don't Care About Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/58j6KPMIlI,unknown,negative,1
237,Safari just crashed on me and I didn't have any tabs open wtf @apple,unknown,negative,1
238,#xcode #AAPL - source kit crash in swift - getting annoying now.,unknown,negative,1
239,"New @apple problem. At airport. Boarding pass on phone. Held up to scanner at security, and my #ApplePay credit card takes over screen.",unknown,negative,1
240,more* fuck you @iphone @apple,unknown,negative,1
241,@SwiftKey @Apple too bad all third party keyboards on iOS are buggy as hell and therefore completely unusable. Undeserved.,unknown,negative,1
242,the fuck kinda gay shit you print in the fucking ketosis @apple,unknown,negative,1
243,@apple #apple #iphone @iphone #iphone4s #iphone4problems  SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS,unknown,negative,1
244,I hate you so much @apple @macs,unknown,negative,1
245,Attention @apple! Your free iPads would go faster if your emails didn't go straight to junk folders. #sortitout,unknown,negative,1
246,Very displeased with the lack of #BDSM themed #Emojis. @Apple @Android,unknown,negative,1
247,Every time I change keyboards this come up. Like wtf @apple get your shit together http://t.co/A9cimyYod8,unknown,negative,1
248,RT @pambesteder: @TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.,unknown,negative,1
249,still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p,unknown,negative,1
250,I will definitely think carefully in the future about buying something from @itunes if @apple Support can't even tell me what's going wrong.,unknown,negative,1
251,yall chargers weak yall needa make iPhone charger otterboxes for the cord @apple,unknown,negative,1
252,@Juicy_Potato @Apple tbh annoyed with apple's shit at the moment,unknown,negative,1
253,My iPAD is playing disgusting music and I cannot make it stop. HELP! @apple,unknown,negative,1
254,@apple how/why did my iCal undo 6 months of entries related to recurring date entries? they all re-set to 'pay CC'. i had changed to $amnt..,unknown,negative,1
255,.@apple you suck,unknown,negative,1
256,Disgusted with @apple advertising for the iPad air. #falseadvertising #nono,unknown,negative,1
257,@apple fuck yo shit,unknown,negative,1
258,IT'S NOT LIKE THE APP COSTS MONEY JUST LET ME DOWNLOAD IT @APPLE,unknown,negative,1
259,"had android chargers for years &amp; they're still top tier. please keep up, @Apple.",unknown,negative,1
260,Why is it so hard to reach / buy Suicide Squad comics at apple store in Turkey? @apple @DCComics @AppleTurkey,unknown,negative,1
261,"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu",unknown,negative,1
262,No at typo changing my words. Get it together @apple,unknown,negative,1
263,"More expensive @Apple products failing after less than 18 months.  No warranty, no recourse. Why is it we buy this junk again?",unknown,negative,1
264,I've been considering suing @apple for putting that shitty U2 album on my phone,unknown,negative,1
265,@apple has caused me so much pain today,unknown,negative,1
266,hey @apple fuck you just let me change stores,unknown,negative,1
267,Whoever downgrades from a iphone 6 to a 5S obviously doesn't understand the extra 20% battery life. Every morning my 5S is dead. @apple,unknown,negative,1
268,I'm so done with this piece of shit phone why doesn't it ever send me notifications when taylor tweets fuck u @apple,unknown,negative,1
269,I hate these @apple earphones so bad. Why in the world did they think it was a good idea to p http://t.co/X7lIGAQeG5 http://t.co/ihR2OGZa6s,unknown,negative,1
270,my phone is so slow now that i updated to ios 8 im so angry @apple fix this,unknown,negative,1
271,NO CALLER ID must be able to be BLOCKED on @AppIeOfflciaI products. @applenws @apple #Apple #iPhone6 #iPhone6Plus,unknown,negative,1
272,Lol fuck you. I'm still not buying a new one. @Apple http://t.co/XHqOVbNfZK,unknown,negative,1
273,Help? 4s won't sync (doesn't even give option) w/ latest @itunes. Tried fixes I found... no bueno. Thoughts? @apple #techsupport,unknown,negative,1
274,@Apple can you please make a charger that actually last,unknown,negative,1
275,It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple,unknown,negative,1
276,iPhone chargers can suck my ass @apple #disappointed,unknown,negative,1
277,"had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls",unknown,negative,1
278,okay so now the sound to my phone is messed up..I really think you're doing this on purpose @apple,unknown,negative,1
279,@apple #apple corporate raiders selling weak products that stop working within weeks&amp;apple gets out of warranty by claiming dampness,unknown,negative,1
280,"No, @Apple, don't 'remind me tomorrow'. Just f'ing TELL ME what the updates you want to install actually ARE.",unknown,negative,1
281,"I was out to dinner last night and left my computer to charge.  Had the fire happened then, I'd have no house.  @Apple #AppleCordFire",unknown,negative,1
282,Dear @apple @itunes WOW! You really made iTunes SUCK! Please stop updating it and making it worse than it was before. Thank you.,unknown,negative,1
283,Mark #Zuckerberg Slams Tim #Cook: You're Not In Alignment With Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/YUIelx9q2J,unknown,negative,1
284,@Apple ??? My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back http://t.co/PyoHjiuG03,unknown,negative,1
285,what the hell is this 5gbs of 'other' data on my phone @Apple?????????,unknown,negative,1
286,@ok_fatty @apple thanks 4 almost burning my house down,unknown,negative,1
287,"that was terrifying, suck my ass @apple",unknown,negative,1
288,@Tyniaaaa_  FUCK @JColeNC  and @apple,unknown,negative,1
289,"@ATTCares @senisbs Wireless Family Share plan, one line upgrade just killed my discount. Not sure it was mentioned on @Apple pre-order page.",unknown,negative,1
290,really @apple? your search tool is USELESS. nut kicks http://t.co/KQH02bePBu,unknown,negative,1
291,RT @bchmura12: .@apple you suck,unknown,negative,1
292,My Iphone just autocorrected believe to beiber. @apple how hard do you guys need to give it up?,unknown,negative,1
293,@apple really needs to do something about these bullshit cords,unknown,negative,1
294,#Apple admits it deleted songs purchased through competing stores from iPods ... - http://t.co/5YDlxI8TJ5 #AAPL #RealNetworks,unknown,negative,1
295,over 1 hour on hold with @apple customer service trying to figure their messup o http://t.co/E5gCvoJTPO,unknown,negative,1
296,What the hell is this @apple @WhatsApp #glitches http://t.co/iKuRl4iUOE,unknown,negative,1
297,RT @WeeWiii: Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA,unknown,negative,1
298,s/o @apple for this really great charger that works so well! #not,unknown,negative,1
299,@tim_cook @Apple FIX MY PHONE,unknown,negative,1
300,OR @phone OR @apple I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED,unknown,negative,1
301,All of my apple product chargers look like that RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/4lXkHinwd2,unknown,negative,1
302,"@jakeflem @Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :(",unknown,negative,1
303,@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite,unknown,negative,1
304,RT @jgreerthaatruth: Done with this iPhone 6 plus Apple or sprint giving me my bread back. Trash ass phone full of fuck ups @sprint @apple,unknown,negative,1
305,"@Apple ay cuhz step your shit up,have a good phone with a real charger ready by february or we outro",unknown,negative,1
306,It's been over a month of store visits and calls and still my iPhone doesn't receive texts from non @apple or @ATTCares customers #fail,unknown,negative,1
307,"This iPhone 6 battery isn't as good as you claim, @apple",unknown,negative,1
308,"#CondoSeniors said @Apple needs to supply condo with dedicated tech. So many issues with iphone, imac, ipads warrants it. Tech will eat well",unknown,negative,1
309,"@Apple, how does the word 'demographic' not have any synonyms attached in your dictionary application #incompetence",unknown,negative,1
310,"Yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not",unknown,negative,1
311,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/Mb067jv5SD",unknown,negative,1
312,I've Abandoned #iTunes And I'm Never Going Back Because #GoogleMusic Is So Much Better #aapl #goog http://t.co/dp6pTxrTvp,unknown,negative,1
313,why is there no black heart emoji @apple,unknown,negative,1
314,"RT @ColdDimSum: Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')",unknown,negative,1
315,// when i have gone through 6 iphone chargers in the past montht hank s @apple,unknown,negative,1
316,Fucka de you @apple,unknown,negative,1
317,"@apple Hi! A few days ago I purchase 2 ringtones and non of them appear on my phone or purchased, but they appear in my credit card",unknown,negative,1
318,Nigga my phone has froze 3 times today &amp; it's not even 11 am tf @Apple,unknown,negative,1
319,"@marxculture @AppleUK_  Thanks, I'll keep it in mind. Tho, I've lately been so unhappy with everything @apple that I'm moving away from them",unknown,negative,1
320,@Apple your new ad is fucking racist against the #french,unknown,negative,1
321,Almost want back to an android because why won't Apple have torrent?@apple,unknown,negative,1
322,I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple,unknown,negative,1
323,@apple fix os x please.,unknown,negative,1
324,"@apple but i can't use the component on my tcp install disc, due to the stupid os update. so now i have to pay 20 bucks to re-download it?!",unknown,negative,1
325,@Apple yo this Genius Bar shit is worst than the dmv get it the fuck together,unknown,negative,1
326,"Dear @Apple, I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. #fixit! http://t.co/6AlSsd6igw",unknown,negative,1
327,Did you notice that @Apple apps now say 'Get' instead of 'Free'? This change was due to alleged misleading labeling. http://t.co/In8SIkR1Qp,unknown,negative,1
328,Ayyy my fourth phone charger this week broke today @apple fuck you,unknown,negative,1
329,@BedBathBeyond I could of just gone to Canal Street for a knockoff #CmonMan And @apple Why must I pay $30 for a lightning cord?,unknown,negative,1
330,@Amy_Mc blame @apple and their rubbish memory on my phone,unknown,negative,1
331,@calemcmartin blame @apple,unknown,negative,1
332,"Good grief, @Apple, could you all have a more sucky hold music queue playlist? No offense, but, ewwwwww! Johnny Cash into a rap song? Gross",unknown,negative,1
333,There is nothing in life more fragile than an Apple branded lightning cord. @Apple,unknown,negative,1
334,my computers so slow right now its making me want to shoot someone its a god dam mac i shouldnt hav 2 deal with this! @Apple,unknown,negative,1
335,And they ain't open till 8 to help me so I can't even contact anyone for the shoot now @apple u can suck multiple digs. Whack,unknown,negative,1
336,RT @keelzy: I HAVE BEEN THROUGH ABOUT 18 IPHONE 5 CHARGERS @apple @stevejobs @WTF @!!!!!!!!!!!! @notcool,unknown,negative,1
337,@apple You know your iPhone is fucked when the lettering on the screen goes back-to-front..,unknown,negative,1
338,@smileforgoogle @Apple yknow that time it restarted and then my phone got blue screen lol wtf,unknown,negative,1
339,My phone is so shitty even the time freezes @Apple http://t.co/7Mh7RMlqFX,unknown,negative,1
340,iOS 8.1 has fucked my battery life on my iPhone 6. Really starting to wonder if @apple has any quality control anymore. Wish I was on 8.01,unknown,negative,1
341,second phone charger broke in two weeks @apple i hate you,unknown,negative,1
342,"IPhone6 has too many issues,  why tf is the earphone plug in not working @apple u better fix this shit for free.",unknown,negative,1
343,"RT @Vito_sfam: Hey @apple, the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos' main page. Fix this shit!",unknown,negative,1
344,"@sethlouey @Apple iOS updates bricked Trish's phone too, seems like the Apple is getting a bit rotten",unknown,negative,1
345,Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple,unknown,negative,1
346,@Apple HEY FUCK U MY PHONE SPEAKER NO LONGER WORKS JUST B/C,unknown,negative,1
347,@apple is this how you train your employees to deal with issues?? To hang up on the customer? After 15 fucking minutes of me waiting on hold,unknown,negative,1
348,about to write a huge fuck you to @apple for not letting me make reservations to get my laptop fixed,unknown,negative,1
349,Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport,unknown,negative,1
350,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple,unknown,negative,1
351,.@panic The inconsistency and overall weirdness that controls the @apple #appstore is why I archive previous versions.. easy to downgrade.,unknown,negative,1
352,@APPLE CAN YALL PLEASE SEND ME MY FUCKIN PHONE,unknown,negative,1
353,"@apple http://t.co/rOyOwjfiW5 What a nice piece of crap you've created. Great job. Pay more, get less, #crapple #fail",unknown,negative,1
354,Walked into work and seen this . Who tf traded in a bent up ass iPhone. @apple yall needa fix this shit http://t.co/41AD2aQig3,unknown,negative,1
355,@ch0ng_li @Apple I'll take a look at that. I'm fed up with iPad well &amp; truly..,unknown,negative,1
356,@apple well done you #cunts my printer don't work since your #fucking #Yosemite #UPDATE #Pricks!,unknown,negative,1
357,@Apple airplay sucks on Yosemite,unknown,negative,1
358,Dear @Apple:  Where the ever-lovin' heck did you put the navigation arrows in the iTunes store? Do you even use your own software?,unknown,negative,1
359,iPhone Shortages Not Helping RadioShack as Consumer Sales Plummet http://t.co/UVre2GM1oh #AAPL,unknown,negative,1
360,.@Apple it really makes it hard to spend money on apps with functionality that might soon disappear on the Today Menu.  Please stop this.,unknown,negative,1
361,"Here we go again wit this 'waiting for items to copy' shit on iTunes, y'all pissing me off @Apple",unknown,negative,1
362,Apple Secretly Deleted iPod Owners' Songs Downloaded From Competing Music Services http://t.co/glvCdIKMwG #AAPL,unknown,negative,1
363,2) @Apple I've got one question for yall. Who is the genius who decided CAPITALIZING random words was a good idea? Bec it wasn't a good idea,unknown,negative,1
364,When is @apple going to stop producing these pieces of shit earphones? Its about time for earphones that dont tangle! http://t.co/qFSHqwc4Zj,unknown,negative,1
365,They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite,unknown,negative,1
366,It is such fucking horseshit that I have to install Chrome just to watch @netflix on my Mac. Hey @Apple when are you going to fix this?!??,unknown,negative,1
367,"#AAPL Lawsuit: #Apple Deleted Songs From iPods Without Telling Users: According to The Guardian, Apple deleted... http://t.co/S9usqrgOAV",unknown,negative,1
368,Hey @Apple I think u need a new product: iPster,unknown,negative,1
369,Been waiting 7 days so far for @apple to approve the new app for #CRMSuite. Should be next week!,unknown,negative,1
370,'This accessory may not be supported' ok @Apple just tell me that the charger that came with my phone won't work???,unknown,negative,1
371,Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple,unknown,negative,1
372,MY IPAD IS GLITCHING SO BAD AND IT ISNT CHARGING WTF @apple,unknown,negative,1
373,@Apple my phone just died at 5% and I feel betrayed.,unknown,negative,1
374,Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs,unknown,negative,1
375,@jokigenki @Apple I think it's like 2011? Can't look right now.,unknown,negative,1
376,fuck you @apple @iphone,unknown,negative,1
377,My messages aren't sending...@apple tf is going on,unknown,negative,1
378,@baseballbridget @apple we couldn't even get a turkey for TDay so they just don't care... #appleemojissuck,unknown,negative,1
379,Hey @apple @sprint I'm not a fan of your latest commercial!!,unknown,negative,1
380,"I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5",unknown,negative,1
381,@apple get cha shit together and fix my phone !!!,unknown,negative,1
382,RT @OvelhaNegraTV: Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc,unknown,negative,1
383,"Oh @apple, how many Feedback Assistant messages do I have to send before you do anything about it?",unknown,negative,1
384,I can't queue songs on an iPhone @apple @timcook #FixIt,unknown,negative,1
385,My phone turned off iMessage and won't let me turn it back on and oh yeah no message will load or send. Thanks @apple!,unknown,negative,1
386,I've been waiting 2 months for my iPhone 6+ what the fuck @Apple @ATT,unknown,negative,1
387,real quick shout out to @apple for your technology never working,unknown,negative,1
388,Seems like @apple #customerservice is going downhill when they say need a new battery due to 600 charges over 14 months. 鶯50 to change.,unknown,negative,1
389,if i buy a 16 gb phone i should have 16 GB'S TO USE @apple,unknown,negative,1
390,@Apple fuck u n this weak ass iPhone,unknown,negative,1
391,"RT @slawfr: Spent 6000 EUR at Apple. iPhone 6 camera no longer works.Told I got water in it,I did not. Unacceptable customer service @apple",unknown,negative,1
392,Just broke my 3rd charger of the month. Get your shit together @apple,unknown,negative,1
393,@apple doesn't even own that handle? LOL SIRI knows NOTHING is what I wanted to tell you Mac peeps,unknown,negative,1
394,"last month ip cable this month earpiece, give me a break @apple",unknown,negative,1
395,@apple I am beginning to think your products are crap,unknown,negative,1
396,Well thanks @apple for losing over 5000 of my songs off my classic and now every photo i had on my itouch was deleted. #greatcompany,unknown,negative,1
397,@apple I FUCKING HATE YOU http://t.co/xRxXK0rdot,unknown,negative,1
398,"@apple, I really do know my mouse batteries haven't inceased in charge since the last time my mac told me they were low",unknown,negative,1
399,@briannaUrie @Apple Their autocorrect is so shit too,unknown,negative,1
400,so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple,unknown,negative,1
401,I've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right,unknown,negative,1
402,@shortyawards @Apple it is very confusing u wonder if it means u are going to get a bill later for Ur download please use free if it's free,unknown,negative,1
403,@HeadxCreeps @Apple fuck you apple,unknown,negative,1
404,3G is draining my battery fix this @apple,unknown,negative,1
405,@apple u used to b cool what happened,unknown,negative,1
406,"So here's the deal, I'm taking this phone and beating the shit out of it. Fuck you @AppStore @Apple whatever your damn twitter is, Fuck You",unknown,negative,1
407,my notifications are so messed up thank u @apple,unknown,negative,1
408,13% left what even is this shit @apple,unknown,negative,1
409,"Dear @Apple.

Kindly fuck off with your .m4a format.

Regards,
Music Listeners Everywhere.",unknown,negative,1
410,APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple,unknown,negative,1
411,my iPhone is fucked. Thanks @apple and @EE what great help you were. Where can i get a new iPhone from?,unknown,negative,1
412,Why does my phone suck so much @apple,unknown,negative,1
413,@Facebook founder attacks @Apple boss over 'ridiculous' comments http://t.co/pverWexJv8,unknown,negative,1
414,RT @codygotMs: @lihdior_ @apple fuck wrong witchall niggas ?,unknown,negative,1
415,RT @laurrynk: Dear @apple replace my phone my battery sucks,unknown,negative,1
416,F u @Apple UR geniuses can suck my ass!,unknown,negative,1
417,@LIMFestival lolol. Stupid phone. Should say best and most varied. @apple sort this phone out. Apols.,unknown,negative,1
418,"Ugh so annoyed, 3 chargers in the last 4 weeks I hate you @apple",unknown,negative,1
419,I hate it that my office email's not pushing emails now. It's fetching but on my settings it says push. #appleprobs #appleproblems @apple,unknown,negative,1
420,Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone,unknown,negative,1
421,@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!,unknown,negative,1
422,"It's 2014, why doesn't iTunes support .flac files? I mean at least be able to covert em. Yall so fuckin petty @Apple",unknown,negative,1
423,@Apple honestly sucks,unknown,negative,1
424,It shouldn't take a whole week to replace my harddrive @apple this is ridiculous I have homework to do,unknown,negative,1
425,RT @Hi_IamAaron: Dear @Apple can u please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 months,unknown,negative,1
426,@Apple deleted music from customers' iPods http://t.co/FzmaFUzrnl,unknown,negative,1
427,"Me too. MT @MsNarcissistic As a die hard @Apple customer, I am truly displeased with the customer service I was given yesterday. #badservice",unknown,negative,1
428,iPhone battery life takes the piss sort it out @apple iphone #iphone #apple http://t.co/6f1QuV2DUt,unknown,negative,1
429,Dear @apple. Worst idea ever. Fix it. http://t.co/TSisv9EJhg,unknown,negative,1
430,"@Apple, For the love of GAWD, CENTER the '1'on the damn calendar app. You fixed it once, its back, off center, AGAIN! http://t.co/dMyAHEm1Lc",unknown,negative,1
431,RT @mariah_reagan: '@JamesLoera: @mariah_reagan true.. Silly iPhone' @apple get your life together,unknown,negative,1
432,"If you listen to @apple, you'd think the only way to keep your brain sharp is thru certain apps they provide/sell. Uh...reading, muhfugs",unknown,negative,1
433,"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!",unknown,negative,1
434,My phone is plugged in and losing battery. Thanks @apple,unknown,negative,1
435,"@Apple, why I cannot alt+tab back to full screen app!? GRRRR! #usability",unknown,negative,1
436,@apple my app store aint working. y??,unknown,negative,1
437,I seriously f-ing HATE this new version of @Apple iTunes. Spend HOURS trying to figure out how to synch w/o deleting everything.,unknown,negative,1
438,Last night I had like 10 more apps than I do now. What's up with that @apple  I hate you,unknown,negative,1
439,TRASH. @Apple,unknown,negative,1
440,my phone keeps fucking freezing @apple,unknown,negative,1
441,RT @hf: @imcatnoone @Apple or you can't even sync folders,unknown,negative,1
442,@apple Contact sync between Yosemite and iOS8 is seriously screwed up. It used to be much more stable in the past. #icloud #isync,unknown,negative,1
443,RT @AllisonSalz: When you request custom gift wrap from @apple ... Don't do it ... http://t.co/DoenA0e8nx,unknown,negative,1
444,This happened to me SEVERAL times!! Fuck you @Apple deleted rivals' music from iPods for years...http://t.co/QBvcBmZVOF @MailOnline,unknown,negative,1
445,It's done well but my '04 @apple 40gb #ipod photo has possible come to an end after 10yrs. Battery won't charge! :( http://t.co/e9oGDNlcmw,unknown,negative,1
446,@Apple made it clear today that I as a customer are not worth a measly $79!! An employee gave mis info and they will not stand behind it,unknown,negative,1
447,"@apple ima need yall to get your shit together, my phone is fucking up something serious",unknown,negative,1
448,@Apple #fail - Since updating my #ipad #OS there is a #bug that does not delete videos and free up memory forcing... http://t.co/AjdDTF19Nn,unknown,negative,1
449,RT @Shuevey: Fuck you @apple,unknown,negative,1
450,@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS,unknown,negative,1
451,"@yungshamwow @Apple apple sucks,",unknown,negative,1
452,"Seriously wtf iPhone. It's been fucking up all day, now it won't let me set my alarm for my 9:30 lecture. Fkn @apple you can pay my tuition",unknown,negative,1
453,The pop up message box on Iphones is terrible @apple,unknown,negative,1
454,"Hey @apple, my iPhone 6 was fully charged at 7:30 am. Now it's on 20%. Is that a common battery life?",unknown,negative,1
455,@AzakFeverAFC phone is awful. Why is there a green line? Need a new one. @Apple sort it out. Not on. AF,unknown,negative,1
456,Get rich quick as a criminal #capitalist. Steal your client's products. #Apple #technology  http://t.co/kUgHhrehpF @apple,unknown,negative,1
457,@Samsung is way better than @Apple,unknown,negative,1
458,@smiIingbarakat @Apple YEAH APPLE UR SLACKIN,unknown,negative,1
459,"FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT 

IM HOLDING YOU RESPONSIBLE @apple",unknown,negative,1
460,@BestBuySupport Now I'm being told because it was an @Apple product the price can't be overrided. Must pay full price then call back for an,unknown,negative,1
461,"iPhones are mad sensitive bro, if it's too cold, it dies even with a lot of battery left. If it's too hot, it shuts down as well SMFH @Apple",unknown,negative,1
462,"hey @apple can I catch a fucking maverick of a wave on an iPhone?
didn't think so. #SurfsUpSamsung",unknown,negative,1
463,Literally have been trying to get my @Apple ID re-enabled since November. Why in the actual fuck is this so difficult?,unknown,negative,1
